cluster,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,0.48624184058253694,0.3110180467687406,-13.208988394772772,0.060102519342045385,0.7495393846856512,0.16875987319550095,0.18206542812560952,0.4130473620050712,111.93332270333529,223500.90481763214
1,0.6273088736681887,0.6934652473363775,-7.608616210045662,0.07506090372907154,0.2587127059775495,0.05068124962005327,0.19985401445966514,0.6663238432267885,124.90546366057839,226568.2046803653
2,0.6642543347982421,0.4666174830203756,-13.36438298042349,0.8299081901717938,0.5859217460886935,0.0013843299368757492,0.43549822612864564,0.5840356212544946,100.38709029165003,97522.33823411906
